n-gram (n =2),Location
"{quis,uaticinator}",prud. ham. 2.343 |3.5|
"{quis,uel}",prud. ham. 2.688 |1.5|
"{quis,uelet}",prud. ham. 2.90 |4.6|
"{quis,uelit}",prud. ham. 2.643 |5.7|
"{quis,uelle}",prud. ham. 2.677 |4.5|
"{quis,uello}",prud. ham. 2.677 |4.5|
"{quis,uelo}",prud. ham. 2.90 |4.6|
"{quis,uelut}","prud. ham. 2.176 |1.2| , prud. ham. 2.387 |1.2|"
"{quis,uenenum}",prud. ham. 2.335 |1.6|
"{quis,uenio}",prud. ham. 2.387 |1.6|
"{quis,uentosae}",prud. ham. 2.437 |2.3|
"{quis,uentosus}",prud. ham. 2.437 |2.3|
"{quis,uentus}",prud. ham. 2.387 |1.6|
"{quis,uenustas}",prud. ham. 2.332 |1.7|
"{quis,uenusto}",prud. ham. 2.332 |1.7|
"{quis,uenustus}",prud. ham. 2.332 |1.7|
"{quis,ueri}",prud. ham. 2.376 |3.4|
"{quis,uersicolorum}",prud. ham. 2.294 |4.5|
"{quis,uersicolorus}",prud. ham. 2.294 |4.5|
"{quis,uerum}",prud. ham. 2.376 |3.4|
"{quis,uerus}",prud. ham. 2.376 |3.4|
"{quis,uesania}",prud. ham. 2.251 |3.6|
"{quis,uestio}",prud. ham. 2.234 |4.5|
"{quis,uestit}",prud. ham. 2.234 |4.5|
"{quis,uiantem}",prud. ham. 2.208 |3.7|
"{quis,uictor}",prud. ham. 2.211 |1.5|
"{quis,uideo}",prud. ham. 2.534 |1.7|
"{quis,uigebit}","prud. ham. 2.29 |1.8| , prud. ham. 2.29 |7.8|"
"{quis,uigeo}","prud. ham. 2.29 |1.2| , prud. ham. 2.29 |1.8| , prud. ham. 2.29 |7.8|"
"{quis,uigesco}",prud. ham. 2.29 |1.4|
"{quis,uiget}",prud. ham. 2.29 |1.2|
"{quis,uiguit}",prud. ham. 2.29 |1.4|
"{quis,uinclo}",prud. ham. 2.678 |1.6|
"{quis,uinclum}",prud. ham. 2.678 |1.6|
"{quis,uiribus}",prud. ham. 2.390 |4.5|
"{quis,uirus}",prud. ham. 2.531 |6.8|
"{quis,uis}",prud. ham. 2.390 |4.5|
"{quis,uisere}",prud. ham. 2.82 |3.5|
"{quis,uiso}","prud. ham. 2.82 |3.5| , prud. ham. 2.534 |1.7|"
"{quis,uisus}",prud. ham. 2.534 |1.7|
"{quis,uitiis}",prud. ham. 2.156 |1.4|
"{quis,uitioso}",prud. ham. 2.113 |1.4|
"{quis,uitiosus}",prud. ham. 2.113 |1.4|
"{quis,uitium}",prud. ham. 2.156 |1.4|
"{quis,umbra}",prud. ham. 2.388 |4.6|
"{quis,umbrae}",prud. ham. 2.388 |4.6|
"{quis,umbrosi}",prud. ham. 2.540 |1.3|
"{quis,umbrosus}",prud. ham. 2.540 |1.3|
"{quis,umidus}",prud. ham. 2.515 |2.4|
"{quis,una}",prud. ham. 2.45 |1.7|
"{quis,unam}","prud. ham. 2.55 |2.8| , prud. ham. 2.180 |6.9|"
"{quis,uni}",prud. ham. 2.39 |4.7|
"{quis,unicus}",prud. ham. 2.39 |4.6|
"{quis,unius}",prud. ham. 2.39 |4.7|
"{quis,uno}",prud. ham. 2.45 |1.7|
"{quis,unus}","prud. ham. 2.28 |2.9| , prud. ham. 2.28 |6.9| , prud. ham. 2.39 |4.7| , prud. ham. 2.45 |1.7| , prud. ham. 2.55 |2.8| , prud. ham. 2.180 |6.9| , prud. ham. 2.932 |1.7|"
"{quis,uolo}","prud. ham. 2.643 |5.7| , prud. ham. 2.677 |4.5| , prud. ham. 2.770 |1.2|"
"{quis,uoluit}",prud. ham. 2.770 |1.2|
"{quis,uoluo}",prud. ham. 2.770 |1.2|
"{quis,uoluptas}",prud. ham. 2.386 |3.5|
"{quis,usquam}",prud. ham. 2.163 |7.8|
"{quis,usum}",prud. epil. 22 |1.4|
"{quis,usus}",prud. epil. 22 |1.4|
"{quis,ut}","prud. ham. 2.286 |1.4| , prud. ham. 2.330 |2.6|"
"{quis,uterque}",prud. ham. 2.348 |5.7|
"{quis,uti}",prud. ham. 2.330 |2.6|
"{quis,utor}","prud. epil. 22 |1.4| , prud. ham. 2.330 |2.6|"
"{quis,utrique}",prud. ham. 2.348 |5.7|
"{quisquam,ab}",prud. ham. 2.183 |5.8|
"{quisquam,facio}",prud. ham. 2.183 |5.7|
"{quisquam,factus}",prud. ham. 2.183 |5.7|
"{quisquam,ipso’}",prud. ham. 2.183 |5.9|
"{quisquam,nisi}",prud. ham. 2.183 |5.6|
"{quisquam,nisus}",prud. ham. 2.183 |5.6|
"{quisquam,nitor}",prud. ham. 2.183 |5.6|
"{quisquam,praesumere}",prud. ham. 2.581 |6.7|
"{quisquam,praesumo}",prud. ham. 2.581 |6.7|
"{quisquam,si}",prud. ham. 2.581 |6.1|
"{quisquam,uel}",prud. ham. 2.581 |6.8|
"{quisque,anima}",prud. ham. 2.867 |2.3|
"{quisque,animas}",prud. ham. 2.867 |2.3|
"{quisque,animo}",prud. ham. 2.867 |2.3|
"{quisque,bona}",prud. ham. 2.156 |1.2|
"{quisque,bonum}",prud. ham. 2.156 |1.2|
"{quisque,bonus}",prud. ham. 2.156 |1.2|
"{quisque,candida}",prud. ham. 2.156 |1.6|
"{quisque,candido}",prud. ham. 2.156 |1.6|
"{quisque,candidus}",prud. ham. 2.156 |1.6|
"{quisque,certo}",prud. ham. 2.236 |2.6|
"{quisque,certus}",prud. ham. 2.236 |2.6|
"{quisque,conditio}",prud. ham. 2.191 |4.5|
"{quisque,conditioni}",prud. ham. 2.191 |4.5|
"{quisque,destructo}",prud. ham. 2.236 |2.4|
"{quisque,destruo}",prud. ham. 2.236 |2.4|
"{quisque,est}","prud. ham. 2.292 |2.3| , prud. ham. 2.888 |3.4|"
"{quisque,et}","prud. ham. 2.28 |6.8| , prud. ham. 2.156 |1.5|"
"{quisque,fera}",prud. ham. 2.292 |2.5|
"{quisque,ferae}",prud. ham. 2.292 |2.5|
"{quisque,ferus}",prud. ham. 2.292 |2.5|
"{quisque,fine}",prud. ham. 2.867 |2.5|
"{quisque,finis}",prud. ham. 2.867 |2.5|
"{quisque,foedere}",prud. ham. 2.236 |2.5|
"{quisque,foedo}",prud. ham. 2.236 |2.5|
"{quisque,foedus}",prud. ham. 2.236 |2.5|
"{quisque,gomorraeas}",prud. ham. 2.842 |1.2|
"{quisque,infecit}",prud. ham. 2.156 |1.3|
"{quisque,inficio}",prud. ham. 2.156 |1.3|
"{quisque,iura}",prud. ham. 2.105 |5.6|
"{quisque,iuro}",prud. ham. 2.105 |5.6|
"{quisque,ius}",prud. ham. 2.105 |5.6|
"{quisque,lanugo}",prud. ham. 2.292 |2.4|
"{quisque,libido}",prud. ham. 2.776 |6.7|
"{quisque,mereo}",prud. ham. 2.888 |3.5|
"{quisque,mereor}",prud. ham. 2.888 |3.5|
"{quisque,meritorum}",prud. ham. 2.888 |3.5|
"{quisque,meritum}",prud. ham. 2.888 |3.5|
"{quisque,mollis}",prud. ham. 2.292 |2.6|
"{quisque,mollissima}",prud. ham. 2.292 |2.6|
"{quisque,niger}",prud. ham. 2.156 |1.7|
"{quisque,nigris}",prud. ham. 2.156 |1.7|
"{quisque,non}",prud. ham. 2.842 |1.3|
"{quisque,noster}",prud. ham. 2.867 |2.4|
"{quisque,nostrorum}",prud. ham. 2.867 |2.4|
"{quisque,oculorum}",prud. ham. 2.867 |2.6|
"{quisque,oculus}",prud. ham. 2.867 |2.6|
"{quisque,oppono}",prud. ham. 2.236 |2.3|
"{quisque,opposita}",prud. ham. 2.236 |2.3|
"{quisque,oppositum}",prud. ham. 2.236 |2.3|
"{quisque,oppositus}",prud. ham. 2.236 |2.3|
"{quisque,plenus}",prud. ham. 2.28 |6.7|
"{quisque,respexere}",prud. ham. 2.842 |1.4|
"{quisque,respicio}",prud. ham. 2.842 |1.4|
"{quisque,reuello}",prud. ham. 2.23 |5.6|
"{quisque,reuulso}",prud. ham. 2.23 |5.6|
"{quisque,ruina}",prud. ham. 2.842 |1.5|
"{quisque,ruinas}",prud. ham. 2.842 |1.5|
"{quisque,sinister}",prud. ham. 2.888 |3.7|
"{quisque,sinistri}",prud. ham. 2.888 |3.7|
"{quisque,sinistrum}",prud. ham. 2.888 |3.7|
"{quisque,sum}","prud. ham. 2.292 |2.3| , prud. ham. 2.888 |3.4|"
"{quisque,summa}",prud. ham. 2.888 |3.6|
"{quisque,summum}",prud. ham. 2.888 |3.6|
"{quisque,superus}",prud. ham. 2.888 |3.6|
"{quisque,tactu}",prud. ham. 2.292 |2.7|
"{quisque,tactus}",prud. ham. 2.292 |2.7|
"{quisque,tango}",prud. ham. 2.292 |2.7|
"{quisque,uersicolorum}",prud. ham. 2.294 |4.5|
"{quisque,uersicolorus}",prud. ham. 2.294 |4.5|
"{quisque,uigebit}",prud. ham. 2.29 |7.8|
"{quisque,uigeo}",prud. ham. 2.29 |7.8|
"{quisque,uitiis}",prud. ham. 2.156 |1.4|
"{quisque,uitium}",prud. ham. 2.156 |1.4|
"{quisque,unus}",prud. ham. 2.28 |6.9|
"{quisquis,accidit}",prud. epil. 33 |1.3|
"{quisquis,accido}",prud. epil. 33 |1.3|
"{quisquis,agit}",prud. ham. 2.251 |4.5|
"{quisquis,ago}","prud. ham. 2.251 |4.5| , prud. ham. 2.763 |1.2| , prud. ham. 2.935 |4.5|"
"{quisquis,agunt}",prud. ham. 2.763 |1.2|
"{quisquis,apud}",prud. ham. 2.935 |4.7|
"{quisquis,aspicio}",prud. ham. 2.504 |3.5|
"{quisquis,aspicit}",prud. ham. 2.504 |3.5|
"{quisquis,carpit}",prud. ham. 2.26 |1.6|
"{quisquis,carpo}",prud. ham. 2.26 |1.6|
"{quisquis,cumulum}",prud. ham. 2.26 |1.4|
"{quisquis,cumulus}",prud. ham. 2.26 |1.4|
"{quisquis,curro}",prud. ham. 2.891 |1.8|
"{quisquis,cursus}",prud. ham. 2.891 |1.8|
"{quisquis,deus}",prud. ham. 2.345 |3.4|
"{quisquis,discretio}",prud. ham. 2.26 |1.5|
"{quisquis,dispar}",prud. ham. 2.26 |1.2|
"{quisquis,elementis}",prud. ham. 2.504 |3.7|
"{quisquis,elementum}",prud. ham. 2.504 |3.7|
"{quisquis,erro}",prud. ham. 2.251 |4.8|
"{quisquis,error}",prud. ham. 2.251 |4.8|
"{quisquis,est}",prud. ham. 2.891 |1.3|
"{quisquis,et}","prud. ham. 2.251 |4.7| , prud. ham. 2.345 |3.5|"
"{quisquis,ex}",prud. ham. 2.504 |3.6|
"{quisquis,facio}",prud. ham. 2.345 |3.7|
"{quisquis,fecit}",prud. ham. 2.345 |3.7|
"{quisquis,habendum}",prud. ham. 2.306 |6.7|
"{quisquis,habeo}","prud. ham. 2.26 |1.3| , prud. ham. 2.306 |6.7|"
"{quisquis,habet}",prud. ham. 2.26 |1.3|
"{quisquis,homines}",prud. ham. 2.763 |1.3|
"{quisquis,homo}",prud. ham. 2.763 |1.3|
"{quisquis,id}",prud. ham. 2.891 |1.2|
"{quisquis,idus}",prud. ham. 2.891 |1.2|
"{quisquis,ille}",prud. epil. 33 |1.2|
"{quisquis,illud}",prud. epil. 33 |1.2|
"{quisquis,incendia}",prud. ham. 2.763 |1.5|
"{quisquis,incendium}",prud. ham. 2.763 |1.5|
"{quisquis,is}",prud. ham. 2.891 |1.2|
"{quisquis,iusta}",prud. ham. 2.763 |1.6|
"{quisquis,iustis}",prud. ham. 2.763 |1.6|
"{quisquis,iustus}",prud. ham. 2.763 |1.6|
"{quisquis,saecula}",prud. ham. 2.891 |1.7|
"{quisquis,saeculum}",prud. ham. 2.891 |1.7|
"{quisquis,sapientia}",prud. ham. 2.345 |3.6|
"{quisquis,sapio}",prud. ham. 2.345 |3.6|
"{quisquis,sodomi}",prud. ham. 2.763 |1.4|
"{quisquis,sodomorum}",prud. ham. 2.763 |1.4|
"{quisquis,sodomum}",prud. ham. 2.763 |1.4|
"{quisquis,sol}",prud. ham. 2.504 |3.4|
"{quisquis,sua}",prud. ham. 2.891 |1.6|
"{quisquis,sum}",prud. ham. 2.891 |1.3|
"{quisquis,suus}",prud. ham. 2.891 |1.6|
"{quisquis,te}",prud. ham. 2.935 |4.8|
"{quisquis,tu}",prud. ham. 2.935 |4.8|
"{quisquis,ueniabile}",prud. ham. 2.935 |4.6|
"{quisquis,uesania}",prud. ham. 2.251 |4.6|
"{quisquis,unus}",prud. ham. 2.891 |1.4|
"{quisquis,uolo}",prud. ham. 2.891 |1.5|
"{quisquis,uoluit}",prud. ham. 2.891 |1.5|
"{quisquis,uoluo}",prud. ham. 2.891 |1.5|
"{quiuis,ambiat}",prud. ham. 2.226 |1.4|
"{quiuis,denseta}",prud. ham. 2.908 |3.4|
"{quiuis,florentes}",prud. ham. 2.226 |1.3|
"{quiuis,floreo}",prud. ham. 2.226 |1.3|
"{quiuis,grauentur}",prud. ham. 2.908 |3.5|
"{quiuis,grauo}",prud. ham. 2.908 |3.5|
"{quiuis,hortos}",prud. ham. 2.226 |1.5|
"{quiuis,hortus}",prud. ham. 2.226 |1.5|
"{quiuis,maceries}",prud. ham. 2.226 |1.2|
"{quo,amicio}",prud. ham. 2.211 |1.6|
"{quo,amictus}",prud. ham. 2.211 |1.6|
"{quo,anni}",prud. ham. 2.34 |2.10|
"{quo,annius}",prud. ham. 2.34 |2.10|
"{quo,annus}",prud. ham. 2.34 |2.10|
"{quo,auxilii}",prud. ham. 2.467 |1.3|
"{quo,auxilium}",prud. ham. 2.467 |1.3|
"{quo,cain}",prud. ham. 2.1 |1.7|
"{quo,calumnia}",prud. ham. 2.638 |1.5|
"{quo,captiuos}",prud. ham. 2.211 |1.4|
"{quo,captiuus}",prud. ham. 2.211 |1.4|
"{quo,cetera}",prud. ham. 2.250 |5.6|
"{quo,ceterus}",prud. ham. 2.250 |5.6|
"{quo,christus}",prud. ham. 2.28 |2.3|
"{quo,colligo}",prud. ham. 1.58 |2.5|
"{quo,concidit}",prud. ham. 1.19 |3.5|
"{quo,concido}",prud. ham. 1.19 |3.5|
"{quo,conligit}",prud. ham. 1.58 |2.5|
"{quo,cruentis}",prud. ham. 2.373 |2.6|
"{quo,cruentus}",prud. ham. 2.373 |2.6|
"{quo,cuncta}",prud. ham. 2.34 |2.3|
"{quo,cunctor}",prud. ham. 2.34 |2.3|
"{quo,cunctus}",prud. ham. 2.34 |2.3|
"{quo,dens}",prud. ham. 2.638 |1.2|
"{quo,dente}",prud. ham. 2.638 |1.2|
"{quo,deus}",prud. ham. 2.770 |1.5|
"{quo,discerpo}",prud. ham. 2.373 |2.5|
"{quo,discerpta}",prud. ham. 2.373 |2.5|
"{quo,ego}",prud. ham. 2.770 |1.3|
"{quo,est}",prud. ham. 2.770 |1.8|
"{quo,et}","prud. ham. 2.28 |2.8| , prud. ham. 2.34 |2.5| , prud. ham. 2.34 |2.5| , prud. ham. 2.34 |2.5| , prud. ham. 2.701 |3.6|"
"{quo,fluo}",prud. ham. 2.34 |2.4|
"{quo,fluunt}",prud. ham. 2.34 |2.4|
"{quo,furor}",prud. ham. 1.58 |2.3|
"{quo,furores}",prud. ham. 1.58 |2.3|
"{quo,hominum}",prud. ham. 2.373 |2.4|
"{quo,homo}",prud. ham. 2.373 |2.4|
"{quo,idem}",prud. ham. 2.28 |2.5|
"{quo,inest}",prud. ham. 2.28 |2.4|
"{quo,insum}",prud. ham. 2.28 |2.4|
"{quo,ipsa}",prud. ham. 2.701 |3.7|
"{quo,ipse}",prud. ham. 2.701 |3.7|
"{quo,lux}",prud. ham. 2.34 |2.6|
"{quo,membra}",prud. ham. 2.373 |2.3|
"{quo,membro}",prud. ham. 2.373 |2.3|
"{quo,membrum}",prud. ham. 2.373 |2.3|
"{quo,nos}",prud. ham. 2.770 |1.3|
"{quo,obnitens}",prud. ham. 2.638 |1.3|
"{quo,obnitor}",prud. ham. 2.638 |1.3|
"{quo,peccent}",prud. ham. 2.250 |5.7|
"{quo,pecco}",prud. ham. 2.250 |5.7|
"{quo,per}",prud. ham. 2.467 |1.4|
"{quo,peremptor}",prud. ham. 1.19 |3.4|
"{quo,pereo}",prud. ham. 2.211 |1.2|
"{quo,pereunte}",prud. ham. 2.211 |1.2|
"{quo,perfide}",prud. ham. 2.1 |1.6|
"{quo,perfidus}",prud. ham. 2.1 |1.6|
"{quo,plenus}",prud. ham. 2.28 |2.7|
"{quo,praecipitat}",prud. ham. 2.1 |1.3|
"{quo,praecipito}",prud. ham. 2.1 |1.3|
"{quo,prodigialia}",prud. ham. 2.467 |1.5|
"{quo,pugnet}",prud. ham. 2.638 |1.6|
"{quo,pugno}",prud. ham. 2.638 |1.6|
"{quo,qui}",prud. ham. 2.28 |2.6|
"{quo,quicumque}",prud. ham. 2.770 |1.6|
"{quo,quis}",prud. ham. 2.28 |2.6|
"{quo,quisque}",prud. ham. 2.28 |2.6|
"{quo,quodcumque}",prud. ham. 2.770 |1.6|
"{quo,quoque}",prud. ham. 2.28 |2.6|
"{quo,rabies}",prud. ham. 2.1 |1.4|
"{quo,rabio}",prud. ham. 2.1 |1.4|
"{quo,scio}",prud. ham. 2.770 |1.4|
"{quo,scire}",prud. ham. 2.770 |1.4|
"{quo,sequendum}",prud. ham. 2.770 |1.7|
"{quo,sequor}",prud. ham. 2.770 |1.7|
"{quo,signa}",prud. ham. 2.467 |1.6|
"{quo,signo}",prud. ham. 2.467 |1.6|
"{quo,signum}",prud. ham. 2.467 |1.6|
"{quo,sit}",prud. ham. 2.701 |3.4|
"{quo,soluo}",prud. ham. 2.701 |3.8|
"{quo,soluto}",prud. ham. 2.701 |3.8|
"{quo,solutum}",prud. ham. 2.701 |3.8|
"{quo,spinosa}",prud. ham. 2.638 |1.4|
"{quo,spinosus}",prud. ham. 2.638 |1.4|
"{quo,subiectio}",prud. ham. 2.701 |3.5|
"{quo,suculentos}",prud. ham. 1.58 |2.4|
"{quo,sum}","prud. ham. 2.701 |3.4| , prud. ham. 2.770 |1.8|"
"{quo,tantum}",prud. ham. 2.467 |1.2|
"{quo,tantus}",prud. ham. 2.467 |1.2|
"{quo,te}",prud. ham. 2.1 |1.2|
"{quo,tempora}",prud. ham. 2.34 |2.8|
"{quo,tempus}",prud. ham. 2.34 |2.8|
"{quo,trahat}",prud. ham. 2.211 |1.3|
"{quo,traho}",prud. ham. 2.211 |1.3|
"{quo,tu}",prud. ham. 2.1 |1.2|
"{quo,tua}",prud. ham. 2.1 |1.5|
"{quo,tuus}",prud. ham. 2.1 |1.5|
"{quo,uictor}",prud. ham. 2.211 |1.5|
"{quo,unus}",prud. ham. 2.28 |2.9|
"{quo,uolo}",prud. ham. 2.770 |1.2|
"{quo,uoluit}",prud. ham. 2.770 |1.2|
"{quo,uoluo}",prud. ham. 2.770 |1.2|
"{quod,ab}",prud. ham. 2.646 |5.7|
"{quod,abluit}",prud. ham. 2.668 |4.6|
"{quod,abluo}",prud. ham. 2.668 |4.6|
"{quod,ad}","prud. epil. 22 |1.3| , prud. ham. 2.55 |2.7|"
"{quod,adhuc}",prud. ham. 2.267 |3.4|
"{quod,agitantia}",prud. ham. 2.11 |1.6|
"{quod,agito}",prud. ham. 2.11 |1.6|
"{quod,agnoscenda}",prud. ham. 2.276 |1.5|
"{quod,agnosco}",prud. ham. 2.276 |1.5|
"{quod,alo}",prud. ham. 2.646 |5.8|
"{quod,alto}",prud. ham. 2.646 |5.8|
"{quod,altum}",prud. ham. 2.646 |5.8|
"{quod,altus}",prud. ham. 2.646 |5.8|
"{quod,amor}",prud. ham. 2.659 |6.7|
"{quod,amore}",prud. ham. 2.659 |6.7|
"{quod,anguis}",prud. ham. 2.711 |1.5|
"{quod,animum}",prud. ham. 2.678 |1.4|
"{quod,animus}",prud. ham. 2.678 |1.4|
"{quod,ante}","prud. ham. 1.23 |2.3| , prud. ham. 2.668 |4.7|"
"{quod,aquoso}",prud. ham. 2.90 |4.7|
"{quod,aquosus}",prud. ham. 2.90 |4.7|
"{quod,aut}",prud. ham. 2.267 |3.7|
"{quod,bona}",prud. ham. 2.629 |1.7|
"{quod,bonum}",prud. ham. 2.629 |1.7|
"{quod,bonus}","prud. ham. 2.629 |1.7| , prud. ham. 2.939 |1.3|"
"{quod,callidus}",prud. ham. 2.711 |1.4|
"{quod,caput}",prud. ham. 2.279 |2.5|
"{quod,causa}",prud. ham. 2.360 |1.6|
"{quod,certo}",prud. ham. 2.688 |6.9|
"{quod,certus}",prud. ham. 2.688 |6.9|
"{quod,christum}",prud. ham. 1.23 |2.5|
"{quod,christus}",prud. ham. 1.23 |2.5|
"{quod,color}",prud. ham. 2.276 |1.6|
"{quod,colore}",prud. ham. 2.276 |1.6|
"{quod,confero}","prud. ham. 2.385 |3.8| , prud. ham. 2.385 |3.8|"
"{quod,confert}","prud. ham. 2.385 |3.8| , prud. ham. 2.385 |3.8|"
"{quod,congruens}",prud. epil. 22 |1.5|
"{quod,congruo}",prud. epil. 22 |1.5|
"{quod,corporis}",prud. ham. 2.279 |2.7|
"{quod,corpus}",prud. ham. 2.279 |2.7|
"{quod,crimen}","prud. ham. 2.118 |2.6| , prud. ham. 2.118 |2.6|"
"{quod,crimine}","prud. ham. 2.118 |2.6| , prud. ham. 2.118 |2.6|"
"{quod,cum}","prud. ham. 2.629 |1.2| , prud. ham. 2.648 |4.5|"
"{quod,cura}",prud. ham. 2.11 |1.7|
"{quod,curas}",prud. ham. 2.11 |1.7|
"{quod,curo}",prud. ham. 2.11 |1.7|
"{quod,dehinc}",prud. ham. 1.23 |2.6|
"{quod,deopersuasit}",prud. ham. 2.711 |1.3|
"{quod,despondeo}",prud. ham. 2.629 |1.5|
"{quod,desponsam}",prud. ham. 2.629 |1.5|
"{quod,deus}",prud. ham. 2.55 |2.3|
"{quod,dico}",prud. ham. 2.625 |1.5|
"{quod,difflato}",prud. ham. 2.387 |1.4|
"{quod,difflo}",prud. ham. 2.387 |1.4|
"{quod,discludere}",prud. ham. 2.648 |4.6|
"{quod,discludo}",prud. ham. 2.648 |4.6|
"{quod,dixisse}",prud. ham. 2.625 |1.5|
"{quod,dominum}",prud. ham. 2.625 |1.4|
"{quod,dominus}",prud. ham. 2.625 |1.4|
"{quod,duo}",prud. ham. 2.11 |1.2|
"{quod,edat}",prud. ham. 2.118 |2.4|
"{quod,edo}",prud. ham. 2.118 |2.4|
"{quod,erilem}",prud. epil. 22 |1.6|
"{quod,erilis}",prud. epil. 22 |1.6|
"{quod,est}","prud. epil. 22 |1.2| , prud. ham. 2.55 |2.4| , prud. ham. 2.163 |7.9|"
"{quod,et}","prud. ham. 2.279 |2.3| , prud. ham. 2.279 |2.3| , prud. ham. 2.518 |1.3|"
"{quod,excio}",prud. ham. 2.387 |1.3|
"{quod,excitus}",prud. ham. 2.387 |1.3|
"{quod,exigat}",prud. ham. 2.267 |3.6|
"{quod,exigo}",prud. ham. 2.267 |3.6|
"{quod,fallo}",prud. ham. 2.276 |1.3|
"{quod,falso}",prud. ham. 2.276 |1.3|
"{quod,falsum}",prud. ham. 2.276 |1.3|
"{quod,falsus}",prud. ham. 2.276 |1.3|
"{quod,fauens}",prud. ham. 2.939 |1.4|
"{quod,faueo}",prud. ham. 2.939 |1.4|
"{quod,ferrum}",prud. ham. 2.360 |1.5|
"{quod,fuerat}",prud. ham. 2.276 |1.2|
"{quod,furor}",prud. ham. 2.360 |1.7|
"{quod,furoris}",prud. ham. 2.360 |1.7|
"{quod,gloria}","prud. ham. 2.385 |3.7| , prud. ham. 2.385 |3.7|"
"{quod,glorior}","prud. ham. 2.385 |3.7| , prud. ham. 2.385 |3.7|"
"{quod,hiatu}",prud. ham. 2.518 |1.7|
"{quod,hiatus}",prud. ham. 2.518 |1.7|
"{quod,hio}",prud. ham. 2.518 |1.7|
"{quod,homo}",prud. ham. 2.360 |1.3|
"{quod,humanas}",prud. ham. 2.11 |1.5|
"{quod,humano}",prud. ham. 2.11 |1.5|
"{quod,humanus}",prud. ham. 2.11 |1.5|
"{quod,hyacinthus}",prud. ham. 2.267 |3.8|
"{quod,incola}",prud. ham. 2.942 |4.5|
"{quod,inuenies}",prud. ham. 2.625 |1.3|
"{quod,inuenio}",prud. ham. 2.625 |1.3|
"{quod,ipse}",prud. ham. 2.279 |2.4|
"{quod,iugulatur}",prud. ham. 2.360 |1.2|
"{quod,iugulo}",prud. ham. 2.360 |1.2|
"{quod,iusta}",prud. ham. 2.629 |1.8|
"{quod,iustis}",prud. ham. 2.629 |1.8|
"{quod,iustus}",prud. ham. 2.629 |1.8|
"{quod,largior}",prud. ham. 2.939 |1.5|
"{quod,largire}",prud. ham. 2.939 |1.5|
"{quod,loquor}",prud. ham. 2.625 |1.2|
"{quod,luxu}",prud. ham. 2.942 |4.6|
"{quod,luxus}",prud. ham. 2.942 |4.6|
"{quod,meliora}",prud. ham. 2.939 |1.3|
"{quod,melioro}",prud. ham. 2.939 |1.3|
"{quod,mens}",prud. ham. 2.629 |1.6|
"{quod,mereo}","prud. ham. 2.688 |6.7| , prud. ham. 2.939 |1.2|"
"{quod,mereor}",prud. ham. 2.688 |6.7|
"{quod,meritum}",prud. ham. 2.688 |6.7|
"{quod,merui}",prud. ham. 2.939 |1.2|
"{quod,morbus}",prud. ham. 2.118 |2.3|
"{quod,muliebris}",prud. ham. 2.279 |2.6|
"{quod,multo}","prud. ham. 2.118 |2.7| , prud. ham. 2.118 |2.7|"
"{quod,multus}","prud. ham. 2.118 |2.7| , prud. ham. 2.118 |2.7|"
"{quod,non}","prud. ham. 2.276 |1.4| , prud. ham. 2.360 |1.4|"
"{quod,nubes}",prud. ham. 2.518 |1.5|
"{quod,nubis}",prud. ham. 2.518 |1.5|
"{quod,nubo}",prud. ham. 2.518 |1.5|
"{quod,nullique}",prud. ham. 2.678 |1.3|
"{quod,nullus}",prud. ham. 2.678 |1.3|
"{quod,opera}",prud. ham. 2.11 |1.4|
"{quod,opero}",prud. ham. 2.11 |1.4|
"{quod,opus}",prud. ham. 2.11 |1.4|
"{quod,pario}",prud. ham. 2.385 |3.5|
"{quod,parit}",prud. ham. 2.385 |3.5|
"{quod,pasco}",prud. ham. 2.385 |3.5|
"{quod,pateo}",prud. ham. 2.518 |1.2|
"{quod,patet}",prud. ham. 2.518 |1.2|
"{quod,paueo}",prud. ham. 2.385 |3.5|
"{quod,percello}",prud. ham. 1.23 |2.4|
"{quod,perculit}",prud. ham. 1.23 |2.4|
"{quod,peremptos}",prud. ham. 2.659 |6.8|
"{quod,perimo}",prud. ham. 2.659 |6.8|
"{quod,perniciosa}",prud. ham. 2.386 |3.4|
"{quod,perniciosus}",prud. ham. 2.386 |3.4|
"{quod,placeo}",prud. ham. 2.678 |1.2|
"{quod,placitum}",prud. ham. 2.678 |1.2|
"{quod,possit}",prud. ham. 2.648 |4.7|
"{quod,possum}",prud. ham. 2.648 |4.7|
"{quod,post}",prud. ham. 2.668 |4.5|
"{quod,precanti}",prud. ham. 2.939 |1.6|
"{quod,preco}",prud. ham. 2.939 |1.6|
"{quod,precor}",prud. ham. 2.939 |1.6|
"{quod,probare}",prud. ham. 2.668 |4.8|
"{quod,probo}",prud. ham. 2.668 |4.8|
"{quod,profanis}",prud. ham. 2.625 |1.6|
"{quod,profanum}",prud. ham. 2.625 |1.6|
"{quod,profanus}",prud. ham. 2.625 |1.6|
"{quod,prohibente}",prud. ham. 2.711 |1.2|
"{quod,prohibeo}",prud. ham. 2.711 |1.2|
"{quod,puluere}",prud. ham. 2.387 |1.5|
"{quod,puluis}",prud. ham. 2.387 |1.5|
"{quod,qui}","prud. ham. 2.118 |2.2| , prud. ham. 2.385 |3.3|"
"{quod,quis}","prud. ham. 2.118 |2.2| , prud. ham. 2.385 |3.3|"
