"player_api_id","player_name","overall_rating","gk_rating","appearances","league_appearances"
18734,"Dario Cvitanich",77,150,74,2
39304,"Dario Dainelli",77,147,191,1
361946,"Dario Del Fabro",69,47,4,1
133201,"Dario Dumic",66,141,16,1
39732,"Dario Knezevic",72,130,28,1
29529,"Dario Kresic",74,364,1,1
104646,"Dario Lezcano",71,50,127,2
460004,"Dario Melnjak",64,46,6,1
30730,"Dario Simic,25",74,149,26,1
38248,"Dario Smoje",72,144,2,1
467511,"Dario Tanda",63,51,1,1
47155,"Dario Vidosic",70,128,37,2
158278,"Dario Vujicevic",68,135,44,1
687687,"Dario Zanatta",53,53,3,1
30340,"Darius Vassell",80,55,6,1
30977,"Dariusz Dudka",72,142,143,3
355434,"Dariusz Formella",64,62,9,1
68836,"Dariusz Jarecki",59,120,59,1
69328,"Dariusz Kolodziej",59,51,18,1
69276,"Dariusz Latka,27",64,95,87,1
68744,"Dariusz Pietrasiak",69,136,133,1
309050,"Dariusz Trela",66,323,74,1
357288,"Dariusz Zjawinski",58,59,13,1
164695,"Darko Bodul",69,106,26,3
304855,"Darko Jevtic",70,56,33,2
119014,"Darko Lazovic",74,55,6,1
26492,"Darl Douglas",69,149,74,1
150210,"Darley",69,345,5,1
449205,"Darnell Fisher",59,56,33,1
609733,"Darnell Furlong",66,55,3,1
32553,"Darren Barr",68,133,144,1
23949,"Darren Bent",85,126,135,1
32661,"Darren Dods",70,133,45,1
24148,"Darren Fletcher",83,159,153,1
206592,"Darren Keet",69,346,84,1
445515,"Darren Lyon",56,52,17,1
279109,"Darren Maatsen",61,45,18,2
32427,"Darren Mackie",77,122,61,1
17600,"Darren McGregor",68,54,80,1
32449,"Darren O'Dea",70,118,39,1
33048,"Darren Pratley",72,140,14,1
37780,"Darren Randolph",73,369,117,2
638613,"Darren Rosheuvel",62,64,1,1
24156,"Darron Gibson",77,149,52,1
31993,"Darryl Duffy",67,95,2,1
158841,"Darryl Lachman",72,120,85,1
181258,"Darryl Westlake",64,125,23,1
244904,"Darwin Andrade",70,36,23,1
289278,"Darwin Machis",67,49,2,1
104482,"Daryl Janmaat",77,133,203,2
24410,"Daryl Murphy",73,134,17,2
277609,"Daryl van Mieghem",67,65,34,1
447413,"Daryl Werker",62,55,2,1
354792,"Daryll Meggatt",53,55,2,1
196221,"Dave Bulthuis",70,63,78,1
23288,"Dave Kitson",76,118,20,1
163254,"David Abdul",58,125,2,1
18904,"David Abraham",77,124,164,3
139922,"David Addy",67,132,72,2
121633,"David Alaba",85,127,127,1
30666,"David Albelda",80,147,94,1
212715,"David Amoo",69,125,27,1
192923,"David Anon",59,121,1,1
39699,"David Baiocco",71,159,25,1
41294,"David Barral",76,143,152,1
17343,"David Barron",62,127,63,1
30612,"David Beckham",87,169,27,2
41119,"David Bellion",76,124,41,1
23760,"David Bentley",83,163,41,1
243240,"David Biton",72,50,28,2
24077,"David Buchanan",63,125,27,1
150320,"David Caiado",65,81,8,2
35983,"David Carney",68,121,7,2
32829,"David Clarkson",72,123,48,1
37456,"David Cobeno",75,378,28,1
165518,"David Cornell",58,295,5,1
37470,"David Cortes",75,141,92,1
479217,"David Costas",70,55,14,1
421797,"David Crespo",59,62,1,1
41722,"David Da Costa",68,336,161,1
187189,"David Davis",69,40,20,2
27009,"David De Freitas",72,143,19,1
182917,"David De Gea",87,429,222,2
41616,"David Degen",70,133,106,1
178291,"David Destorme",68,128,107,1
27665,"David Di Michele",82,130,76,2
41216,"David Ducourtioux",73,149,186,1
30342,"David Dunn",77,146,65,1
24234,"David Edgar",67,148,9,1
24676,"David Edwards",68,135,52,1
25505,"David Elebert",64,114,45,1
31643,"David Elm",72,125,3,1
557546,"David Ferguson",50,40,3,1
37290,"David Fernandez",68,130,37,1
46881,"David Fleurival",66,124,33,3
25070,"David Fox",69,130,23,1
140500,"David Frey",50,54,1,1
38468,"David Fuster Torrijos",75,148,11,1
33767,"David Garcia",70,147,51,1
74991,"David Garcia",70,135,18,1
37498,"David Generelo",73,141,1,1
40988,"David Gigliotti",72,117,7,1
528873,"David Goldar",64,64,1,1
42141,"David Gonzalez",59,292,36,1
50051,"David Gonzalez",69,344,14,1
32465,"David Goodwillie",75,113,109,2
25166,"David Graham",63,51,44,1
43279,"David Healy",77,128,8,1
41019,"David Hellebuyck",75,156,75,1
473937,"David Holman",63,47,2,1
238766,"David Hopkirk",49,47,2,1
104411,"David Hubert",70,126,115,1
610668,"David Ivan",67,53,12,1
36286,"David James",83,413,61,1
30749,"David Jarolim",79,155,109,2
30676,"David Jemmali",77,121,26,1
25415,"David Jones",71,144,84,1
246218,"David Junca",70,52,25,1
553597,"David Kinsombi",63,55,3,1
32697,"David Lilley",66,133,20,1
108572,"David Lomban",74,130,88,1
215584,"David Lopez",77,54,68,2
33866,"David Lopez",80,148,53,1
52133,"David Luiz",83,139,180,3
32725,"David Mackay",68,119,223,1
25797,"David Marazzi",60,98,39,1
32446,"David Marshall",75,371,37,1
193870,"David Mateos",70,119,13,1
32484,"David McCracken",67,129,42,1
32323,"David McNamee",69,109,9,1
150707,"David Mendes",64,124,28,2
33335,"David Mendes",74,149,36,1
21645,"David Meul",62,321,34,1
131583,"David Meyler",71,137,60,1
166768,"David Mitchell",57,290,1,1
289217,"David Moberg Karlsson",66,50,2,1
160901,"David Moser",56,281,6,1
30276,"David Navarro",79,134,189,2
41175,"David Ngog",78,119,78,2
23190,"David Nugent",78,127,49,1
112297,"David Obua",69,153,69,1
38243,"David Odonkor",70,121,1,1
50065,"David Ospina",78,394,211,2
37545,"David Pizarro",82,151,149,2
79247,"David Pollet",70,61,35,2
38138,"David Prieto",69,131,33,1
36287,"David Proctor",62,106,41,1
34259,"David Raven",66,125,112,1
2977,"David Rivas Rodriguez",82,104,5,1
25579,"David Robertson",65,136,56,1
169195,"David Rochela",70,121,5,1
102631,"David Rodriguez",72,141,3,1
30918,"David Rozehnal",81,140,123,4
46454,"David Salomon Abwo",68,37,42,1
41105,"David Sauget",67,125,126,1
37459,"David Silva",88,158,217,2
115512,"David Simao",74,65,121,1
358339,"David Simon",74,53,24,1
264839,"David Smith",53,44,19,1
31451,"David Sommeil",75,118,1,1
183414,"David Stephens",57,104,21,1
35477,"David Stockdale",74,375,37,1
43217,"David Strihavka",67,118,5,1
24415,"David Suazo",83,123,13,2
607134,"David Syme",55,54,7,1
23317,"David Templeton",74,111,57,1
206698,"David Texeira",70,51,43,1
243163,"David Timor Copovi",74,51,17,1
30728,"David Trezeguet",90,132,43,2
32969,"David van Zanten",67,140,131,1
131404,"David Vandenbroeck",67,138,64,1
40563,"David Vaughan",77,129,60,1
30909,"David Villa",89,155,153,1
338299,"David von Ballmoos",50,246,1,1
23998,"David Weir",75,130,111,1
24166,"David Wheater",77,143,60,1
242229,"David Wijns",63,48,3,1
308936,"David Wilson",52,49,5,1
114158,"David Witteveen",69,45,5,1
181262,"David Wotherspoon",66,130,196,1
42276,"David Zibung",66,337,253,1
99047,"David Zurutuza",77,145,119,1
103266,"Davide Astori",80,127,222,1
39294,"Davide Bassi",70,345,8,1
201617,"Davide Bertoncini",62,39,4,1
39222,"Davide Biondini",77,148,200,1
39203,"Davide Bombardini",73,151,24,1
24500,"Davide Brivio",73,142,96,1
612755,"Davide Calabria",65,56,3,1
25794,"Davide Calla",66,140,97,1
41811,"Davide Carrus",65,140,2,1
42262,"Davide Chiumiento",73,103,117,1
39435,"Davide Di Gennaro",72,142,13,1
43293,"Davide Dias,23",70,139,23,1
183076,"Davide Gavazzi",67,126,6,1
183425,"Davide Grassi",61,70,26,1
97487,"Davide Lanzafame",76,129,19,1
39721,"Davide Mandelli",74,131,59,1
30136,"Davide Marchini",67,149,16,1
305066,"Davide Mariani",55,50,17,1
39722,"Davide Moro",73,139,23,1
42425,"Davide Moscardelli",73,122,34,1
41665,"Davide Possanzini",75,133,5,1
150466,"Davide Santon",78,129,130,2
34270,"Davide Taini",60,299,7,1
244811,"Davide Zappacosta",76,45,40,1
41670,"Davide Zoboli",70,133,18,1
501568,"Davie Selke",72,55,23,1
37937,"Davino Verhulst",70,354,100,2
15661,"Davor Landeka",58,66,6,1
38249,"Davy De Beule",71,140,89,2
41005,"Davy de Fauw",71,156,151,2
298448,"Davy Klaassen",79,57,84,1
178765,"Davy Proepper",77,130,135,1
245599,"Davy Roef",69,347,1,1
34480,"Davy Schollen",69,349,11,1
69629,"Dawid Janczyk",68,132,28,2
502543,"Dawid Kownacki",63,57,21,1
13476,"Dawid Kucharski",64,135,10,1
463806,"Dawid Kudla",64,322,18,1
68773,"Dawid Nowak",67,128,74,1
13538,"Dawid Plizga",68,112,108,1
13557,"Dawid Soldecki",61,53,26,1
213111,"Daylon Claasen",67,71,61,2
444186,"De Amo",65,58,13,1
11833,"de Oliveira Cleber Monteiro",69,131,64,1
74672,"Dealbert",78,139,43,1
23139,"Dean Ashton",82,111,4,1
23114,"Dean Brill",66,328,61,1
22894,"Dean Hammond",69,128,9,1
24705,"Dean Holden",65,126,16,1
23950,"Dean Kiely",74,368,3,1
467027,"Dean Koolhof",66,66,5,1
34437,"Dean Marney",72,151,61,1
32087,"Dean Moxey",68,134,18,1
39107,"Dean Shiels",71,127,49,1
24411,"Dean Whitehead",75,140,130,1
23605,"Dean Windass",66,129,1,1
432040,"DeAndre Yedlin",71,51,21,1
232094,"Declan Gallagher",58,48,24,1
410359,"Declan John",69,48,16,1
263676,"Declan McDaid",60,50,6,1
127712,"Declan Rudd",70,351,12,1
30686,"Deco",86,163,31,1
27360,"Dede",80,153,24,1
191616,"Dedryck Boyata",73,129,47,3
309537,"Deivid",72,68,24,1
32580,"Deividas Cesnauskis",65,154,2,1
496054,"Dejan Drazic",70,46,1,1
308309,"Dejan Janjatovic",66,55,97,1
38186,"Dejan Kelhar",63,119,37,2
161662,"Dejan Lazarevic",71,130,9,1
179009,"Dejan Lekic",72,38,15,1
114268,"Dejan Lovren",80,129,144,2
249225,"Dejan Meleg",66,40,5,1
31307,"Dejan Milovanovic",69,142,9,1
115719,"Dejan Skolnik",69,57,37,1
30724,"Dejan Stankovic",82,162,87,1
197952,"Dejan Stojanovic",60,304,5,1
14551,"Dekel Keinan",66,44,3,1
45503,"Dele Adeleye",64,89,33,1
363333,"Dele Alli",77,41,28,1
210978,"Deleu",65,45,117,1
115429,"Delvin N'Dinga",75,134,70,1
492586,"Demarai Gray",68,51,1,1
35411,"Demba Ba",82,136,137,2
490181,"Demba Camara",67,63,4,1
27573,"Deme N'Diaye",66,125,29,2
106640,"Demetris Christofi",72,51,37,1
26450,"Demy de Zeeuw",78,156,71,1
31909,"Denes Rosa",58,130,10,1
512730,"Deni Milosevic",65,45,13,1
39297,"Denilson",79,154,61,1
171250,"Denis Alibec",71,121,3,1
664962,"Denis Bouanga",64,55,3,1
359197,"Denis Cheryshev",79,52,25,1
6757,"Denis Dessaer",60,42,1,1
107994,"Denis Halilovic",65,133,15,1
149150,"Denis Odoi",72,126,127,1
155639,"Denis Oliynyk",71,57,40,1
79248,"Denis Petric",71,344,11,1
166717,"Denis Popovic",65,54,15,1
251131,"Denis Prychynenko",64,43,1,1
208487,"Denis Simijonovic",54,53,5,1
160196,"Denis Stracqualursi",72,52,7,1
396884,"Denis Streker",63,65,2,1
282281,"Denis Suarez",79,48,41,1
212870,"Denis Thomalla",64,64,3,1
97521,"Denis Tonucci",68,103,17,1
37047,"Denis Viane",64,125,53,1
598355,"Denis Zakaria",63,55,21,1
208743,"Deniss Rakels",68,62,48,1
26994,"Deniz Dogan",70,55,19,1
614163,"Deniz Hummet",60,60,2,1
164706,"Deniz Naki",71,128,6,1
352023,"Deniz Tueruec",71,61,59,1
94891,"Deniz Yilmaz",72,59,1,1
521280,"Dennes de Kegel",59,60,7,1
39940,"Denni Avdic",71,121,35,2
33338,"Dennis Aogo",77,137,172,1
210126,"Dennis Appiah",71,50,67,1
145538,"Dennis Daube",68,126,7,1
141113,"Dennis Diekmeier",75,121,144,1
36058,"Dennis Eilhoff",79,383,34,1
36013,"Dennis Gentenaar",73,356,56,1
39844,"Dennis Grote",69,132,11,1
133126,"Dennis Hediger",64,53,153,1
33342,"Dennis Kruppke",71,90,6,1
26288,"Dennis Oliech",72,100,110,1
282012,"Dennis Praet",77,46,63,1
23951,"Dennis Rommedahl",72,135,26,1
26799,"Dennis Soerensen",75,125,17,1
150217,"Dennis Telgenkamp",65,322,24,1
725718,"Dennis van der Heijden",60,54,1,1
31436,"Dennis Wyness",67,119,17,1
34492,"Denny Landzaat",76,146,53,1
352408,"Denzel Slager",62,59,1,1
35439,"Derek Asamoah",72,62,1,1
34381,"Derek Boateng",77,157,72,3
37243,"Derek Lyle",61,142,13,1
39660,"Derek Riordan",79,125,93,1
38761,"Derek Young",66,120,53,1
287232,"Derick Chuka Ogbu",66,40,44,1
78409,"Derk Boerrigter",76,106,65,2
25935,"Derlei",79,135,12,1
478987,"Derley",75,46,31,1
68552,"Derlis Gonzalez",74,72,20,1
38075,"Dermot McCaffrey",63,38,1,1
562801,"Derrick Luckassen",68,41,25,1
166675,"Derrick Tshimanga",74,94,96,1
602836,"Desevio Payne",64,56,7,1
476769,"Deyverson",76,53,48,3
267680,"Deyvison",67,48,12,1
304350,"Diacko Fofana",60,58,1,1
192899,"Diafra Sakho",75,120,38,1
112117,"Diallo Guidilleye",69,58,5,1
25664,"Dianbobo Balde",78,133,31,1
25253,"Dickson Etuhu",76,154,65,1
292773,"Dico Koppers",67,60,65,1
30720,"Dida",88,416,32,1
163971,"Didac Vila",76,96,84,2
34079,"Didier Crettenand",63,95,43,1
42812,"Didier Dheedene",64,145,8,1
33128,"Didier Digard",76,136,151,3
30822,"Didier Drogba",88,125,100,1
47357,"Didier Konan Ya",79,126,101,1
107806,"Didier Ovono",70,349,85,2
34182,"Didier Zokora",81,168,66,2
5710,"Diederik Boer",70,352,53,1
96613,"Diego Alves",83,405,214,1
106175,"Diego Angelo",73,119,48,1
34967,"Diego Barcelos",74,144,81,1
30820,"Diego Benaglio",81,404,228,1
36391,"Diego Biseswar",73,134,46,1
103139,"Diego Buonanotte",77,152,19,1
33611,"Diego Camacho",72,115,43,1
38139,"Diego Capel",81,152,117,3
570434,"Diego Carlos",70,49,31,1
24383,"Diego Castro",79,138,195,1
56868,"Diego Ciccone",57,87,55,1
161396,"Diego Contento",73,128,82,2
19243,"Diego Costa",86,118,169,2
70891,"Diego Daniel Colotto",80,161,155,1
39622,"Diego De Ascentis,23",77,147,23,1
182791,"Diego Fabbrini",74,131,16,1
183059,"Diego Falcinelli",69,44,11,1
150395,"Diego Farias",71,114,23,1
38460,"Diego Forlan",87,137,98,2
303227,"Diego Galo",72,48,92,1
56678,"Diego Godin",86,133,252,1
51321,"Diego Gomez",68,93,20,1
684723,"Diego Gonzalez",56,42,1,1
99054,"Diego Ifran",73,60,16,1
27514,"Diego Klimowicz",81,107,22,1
429988,"Diego Laxalt",73,49,45,1
305968,"Diego Lima",70,55,16,1
420568,"Diego Llorente",73,47,33,1
361778,"Diego Lopes",75,60,56,1
41466,"Diego Lopez",84,418,247,2
42168,"Diego Lugano",82,126,26,3
24412,"Diego Luis Breijo Lopez",73,133,48,1
2752,"Diego Mainz",72,53,81,1
213504,"Diego Marino",73,365,83,1
203746,"Diego Mauricio",73,52,1,1
30549,"Diego Milito",86,151,132,1
184132,"Diego Novaretti",72,147,11,1
26214,"Diego Perez",76,149,127,2
101422,"Diego Perotti",80,138,136,2
201111,"Diego Reyes",75,49,33,2
37416,"Diego Rivas",74,157,31,1
37435,"Diego Rodolfo Placente",73,133,9,1
56593,"Diego Rodriguez",66,134,4,1
297579,"Diego Rolan",77,49,68,1
244377,"Diego Rubio",71,54,2,1
167069,"Diego Seoane Perez",68,125,9,1
18384,"Diego Valeri",78,148,4,2
19393,"Diego",73,379,81,1
31235,"Diego",88,159,160,3
89476,"Diego",72,52,73,1
268283,"Dieguinho",67,55,6,1
37025,"Dieter Dekelver",65,128,45,1
37952,"Dieter van Tornhout",64,49,7,2
34299,"Dietmar Hamann",78,115,5,1
38369,"Dieumerci Mbokani",79,126,88,4
521204,"Dieumerci Ndongala",70,55,40,1
150498,"Dimas Delgado",71,141,18,1
27430,"Dimitar Berbatov",86,142,159,2
37558,"Dimitar Rangelov",74,127,72,2
5662,"Dimitri Bulykin",73,124,45,1
478345,"Dimitri Cavare",70,50,16,1
148313,"Dimitri Daeselaire",64,125,38,1
261609,"Dimitri Foulquier",71,48,54,2
277335,"Dimitri Mohamed",62,62,14,1
25496,"Dimitri Payet",84,134,230,2
15913,"Dimitrija Lazarevski",59,116,2,1
78413,"Dimitrije Injac",71,130,98,1
39163,"Dimitrios Eleftheropoulos",71,352,1,1
42325,"Dimitrios Papadopoulos",82,128,4,1
358937,"Dimitrios Pelkas",71,63,8,1
641168,"Din Sula",56,43,1,1
19277,"Dinei",72,92,1,1
496648,"Diney",64,57,1,1
10491,"Diniyar Bilyaletdinov",79,155,33,1
277848,"Dino Arslanagic",71,56,38,1
8932,"Dino Drpic",72,108,15,1
557587,"Dino Islamovic",61,57,1,1
154267,"Diogo Amado",72,52,91,1
361735,"Diogo Coelho",57,48,1,1
164105,"Diogo Cunha",68,50,35,1
242783,"Diogo Figueiras",77,64,69,3
570461,"Diogo Jota",74,54,39,1
150031,"Diogo Luis",52,99,1,1
164397,"Diogo Melo",64,54,42,1
181208,"Diogo Ribeiro",64,39,3,1
98374,"Diogo Rosado",66,140,15,1
208926,"Diogo Salomao",74,57,10,2
40968,"Diogo Valente",73,143,81,1
98375,"Diogo Viana",70,135,59,2
24661,"Diomansy Kamara",75,132,23,2
543969,"Dion Cools",67,45,5,1
110184,"Dion Malone",68,51,104,1
215711,"Dionisio Villalba",62,59,1,1
139898,"Dirceu",67,91,25,1
37139,"Dirk Kuyt",84,139,156,2
41165,"Dirk Marcellis",75,135,146,1
583417,"Divine Naah",61,58,8,1
426202,"Divock Origi",76,70,41,2
185000,"Djakaridja Kone",72,48,51,1
101197,"Djalma",73,134,61,1
163999,"Djalmir",69,133,25,1
164228,"Djamal Mahamat",75,66,41,1
26040,"Djamel Abdoun",75,113,14,2
74838,"Djamel Bakar",71,112,96,1
23304,"Djamel Belmadi",68,150,11,1
41605,"Djamel Mesbah",74,128,86,1
281338,"Djaniny",73,53,57,1
486819,"Djavan Anderson",63,52,8,1
474682,"Djavan",75,43,59,1
33418,"Djibril Cisse",84,124,72,3
242156,"Djibril Sidibe",75,54,80,1
34370,"Djiby Fall",75,94,3,2
35637,"Djimi Traore",72,121,40,1
31308,"Djordje Rakic",66,120,1,1
198500,"Djordje Susnjar",55,44,6,1
154192,"Dmitriy Verkhovtsov",65,58,5,1
31088,"Do-Heon Kim",72,144,9,1
308842,"Dobrivoj Rusov",58,289,5,1
688876,"Dodi Lukebakio",65,53,3,1
177874,"Dodo",74,136,54,1
279861,"Doke Schmidt",67,64,45,1
300978,"Dolly Menga",68,50,34,2
150084,"Domagoj Pusic",56,54,4,1
340790,"Domen Crnigoj",61,54,12,1
364520,"Domenico Berardi",81,50,84,1
41882,"Domenico Criscito",81,153,99,1
42691,"Domenico Maietta",73,101,41,1
74435,"Domingo Cisma",74,148,159,1
38607,"Domingos Alexandre Martins da Costa Alex",70,130,93,1
38251,"Dominic Foley",69,136,33,1
36934,"Dominic Maroh",75,122,98,1
591734,"Dominic Solanke",68,57,21,1
470026,"Dominic Thomas",55,48,4,1
206795,"Dominik Furman",69,50,38,2
213061,"Dominik Kaiser",71,52,5,1
303905,"Dominik Kohr",72,45,54,1
29255,"Dominik Kumbela",74,56,20,1
357348,"Dominik Kun",60,51,13,1
266841,"Dominik Masek",61,53,1,1
27437,"Dominik Reinhardt",74,122,10,1
433662,"Dominik Sadzawicki",57,51,21,1
35818,"Dominik Schmidt",67,125,7,1
27485,"Dominik Stroh-Engel",70,67,6,1
303800,"Dominique Heintz",75,60,32,1
45470,"Dominique Kivuvu",66,118,8,1
96598,"Dominique Malonga",71,121,10,1
26568,"Dominique van Dijk",63,142,9,1
32942,"Don Cowie",72,138,38,2
169709,"Donald Dering Djousse",61,59,17,2
410017,"Donervon Daniels",65,60,7,1
242308,"Dong-Won Ji",71,64,37,2
39351,"Doni",81,401,53,2
110159,"Donny Gorter",69,135,95,1
612836,"Donny van de Beek",69,51,4,1
110140,"Donovan Deekman",65,131,6,1
279866,"Donovan Leon",68,343,2,1
80298,"Donovan Simmonds",52,94,4,1
128802,"Donovan Slijngard",65,84,38,1
174363,"Dor Malul",63,41,30,1
163618,"Dorde Cotra",65,63,93,1
75405,"Dorge Kouemaha",73,182,52,2
719413,"Dorian Caddy",64,54,3,1
178261,"Dorian Dessoleil",66,57,18,1
186805,"Dorian Leveque",73,44,49,1
40855,"Dorin Goian",78,143,57,2
158263,"Dorlan Pabon",76,64,30,2
35495,"Dorus De Vries",71,360,4,1
40164,"Dorvalino Alves Maciel Lino",74,161,4,1
38804,"dos Santos Fabio Junior",70,120,28,1
69030,"Dossa Junior",73,54,30,1
25674,"Dougie Imrie",62,125,176,1
159394,"Douglao",76,54,35,2
690364,"Douglas Abner",64,55,5,1
156726,"Douglas Costa",83,54,23,1
346000,"Douglas Santos",73,60,3,1
110147,"Douglas",79,121,130,1
120621,"Douglas",76,379,89,1
149845,"Douglas",70,124,38,1
172116,"Douglas",72,139,1,1
95224,"Dragan Djukic",58,281,2,1
12418,"Dragan Jelic",64,54,3,1
127189,"Dragan Mihajlovic",51,116,15,1
38915,"Dragan Mrdja",72,58,25,1
29318,"Dragan Paljic",65,115,61,2
173484,"Dragos Grigore",74,55,25,1
46104,"Dries Mertens",82,137,169,2
243481,"Dries Wuytens",69,59,80,2
41122,"Drissa Diakite",74,137,145,1
22382,"Drissa Diarra",64,139,56,1
36034,"Du-Ri Cha",72,138,45,2
186336,"Duarte Machado",65,50,16,1
37450,"Duda",79,154,142,1
21853,"Dudley Campbell",76,134,32,1
37439,"Dudu Aouate",78,389,159,1
77778,"Dudu Paraiba",69,53,110,1
20399,"Dudu",61,125,3,1
127191,"Dugary Ndabashinze",66,116,19,1
75445,"Duje Cop",72,65,35,3
520230,"Duncan Watmore",67,58,11,2
30983,"Dusan Basta",80,148,146,1
166615,"Dusan Cvetinovic",67,67,5,1
39136,"Dusan Djuric",74,140,101,2
17869,"Dusan Kuciak",72,358,117,1
12318,"Dusan Pernis",70,351,106,2
22824,"Dusan Svento",75,136,14,1
94267,"Dusan Tadic",81,61,184,2
75467,"Dusan Vasiljevic",65,160,4,1
16254,"Dusan Veskovac",70,115,158,2
26368,"Dusko Tosic",75,95,7,1
37180,"Dustley Mulder",65,128,32,1
116555,"Duvan Zapata",77,40,27,1
363340,"Dwight Gayle",71,49,27,1
42703,"Dwight Tiendalli",70,136,87,2
19310,"Dyego Rocha Coelho",72,106,3,1
361341,"Dyego Sousa",69,50,32,1
277827,"Dylan De Belder",60,62,1,1
139635,"Dylan Gissi",66,61,1,1
196864,"Dylan McGowan",64,59,48,1
299510,"Dylan Ragolle",56,41,1,1
72628,"Dzengis Cavusevic",65,55,46,1
231638,"Dzikamai Andre Gwaze",61,55,5,1
258206,"Dziugas Bartkus",59,309,7,1
440404,"Eamonn Brophy",58,59,9,1
482200,"Ebenezer Assifuah",68,58,49,1
265277,"Eber Bessa",66,51,29,1
568903,"Ebinho",64,54,6,1
78902,"Ebrahima Ibou Sawaneh",72,128,101,1
97331,"Edder Farias",67,56,7,1
31052,"Eddie Johnson",78,144,1,1
369859,"Eddy Israfilov",69,53,2,1
14560,"Eden Ben Basat",73,52,55,1
107417,"Eden Hazard",89,130,240,2
268394,"Edenilson",76,47,54,1
181347,"Eder Baiano",62,64,5,1
362198,"Eder Citadin Martins",79,128,24,1
80561,"Eder Luis",77,137,1,1
115525,"Eder Sciola",67,98,18,1
150026,"Eder",79,114,106,3
29585,"Eder",66,46,26,1
363364,"Ederson Moraes",73,374,46,1
20445,"Ederson Tormena",66,135,54,1
26294,"Ederson",79,141,56,2
361742,"Edgar Abreu",62,55,5,1
38060,"Edgar Alvarez",77,165,59,1
477493,"Edgar Antonio Mendez",73,60,28,1
30920,"Edgar Barreto",77,166,148,1
27052,"Edgar Bernhardt",64,52,6,1
184590,"Edgar Costa",71,144,78,1
179491,"Edgar Prib",75,133,69,1
278917,"Edgar Salli",73,51,28,2
56895,"Edgar",69,130,63,1
128360,"Edimar Fraga",73,59,97,2
183585,"Edin Cocalic",69,56,25,1
15403,"Edin Dzeko",85,129,174,3
19436,"Edinho",74,158,13,1
33800,"Edinho",75,130,40,2
49677,"Edinson Cavani",87,114,239,2
39359,"Edison Mendez",74,145,9,1
19281,"Edivaldo Rojas",65,119,65,1
232164,"Edivandio",61,59,1,1
451335,"Edmilson Fernandes",67,60,37,1
365245,"Edmilson Junior",71,59,26,1
37390,"Edmond Kapllani",71,123,6,1
362121,"Edoardo Goldaniga",70,58,14,1
134222,"Edouard Butin",67,115,36,1
26311,"Edouard Cisse",75,132,75,1
17855,"Edouard Duplan",72,137,157,1
26489,"Edson Braafheid",75,138,89,4
185196,"Edson Eli Montano",62,38,1,1
118441,"Edson Henrique",70,121,31,1
299052,"Edson Rivera",66,62,1,1
19309,"Edson Sitta",69,49,16,1
74757,"Edu Albacar",72,141,34,1
150647,"Edu Bedia",68,136,9,1
213707,"Edu Oriol",70,129,18,1
183479,"Edu Ramos",68,141,3,1
30448,"Edu",80,155,9,1
37783,"Edu",74,134,29,1
425595,"Eduard Campabadal",68,58,12,1
33769,"Eduardo Costa",75,162,14,1
121881,"Eduardo Gottardi",76,378,127,1
209097,"Eduardo Jumisse",56,48,13,1
150093,"Eduardo Salvio",80,131,96,2
50661,"Eduardo Vargas",78,54,45,3
41704,"Eduardo",83,130,13,1
43283,"Eduardo",80,395,117,2
78186,"Eduardo",83,129,82,1
168232,"Eduards Visnakovs",64,56,48,2
27974,"Edward Ofere",69,111,20,2
38103,"Edwin de Graaf",69,130,73,2
212170,"Edwin Gyasi",67,53,22,1
26638,"Edwin van Bueren",63,137,13,1
30726,"Edwin van der Sar",87,436,87,1
144989,"Efe Ambrose",70,64,97,1
111885,"Efrain Juarez",79,140,20,2
26148,"Efstathios Tavlaridis",81,103,29,1
46359,"Eggert Jonsson",68,139,104,3
56576,"Egidio Arevalo",77,54,22,1
75197,"Egoitz Jaio",69,136,5,1
79742,"Egor Filipenko",73,106,6,1
33074,"Eidur Gudjohnsen",86,142,38,4
20747,"Eiji Kawashima",74,367,110,2
102658,"Eke Uzoma",67,132,1,1
116011,"El Fardou Ben Nabouhane",54,103,1,1
23927,"El Hadji Diouf",82,144,72,2
118049,"El-Arbi Hilal Soudani",72,50,27,1
307226,"El-Hadji Ba",60,54,7,1
40198,"Elano",83,150,21,1
108075,"Elderson",75,118,110,2
42247,"Eldin Jakupovic",72,355,17,2
207045,"Eli Babalj",63,48,1,1
156551,"Eliaquim Mangala",81,131,142,3
215804,"Elias Kachunga",70,47,27,1
171992,"Elias",78,149,43,2
45246,"Elias",66,133,35,1
148329,"Elimane Coulibaly",69,120,89,1
103372,"Elinton Andrade",69,348,2,1
185709,"Elio Martins",72,51,24,1
14593,"Eliran Atar",72,46,11,1
11758,"Eliseu",78,139,203,2
181215,"Elisson",68,343,4,1
185143,"Elizeu",66,50,7,1
186667,"Elizio",66,59,21,1
26675,"Eljero Elia",80,145,141,4
22313,"Elkin Soto",76,144,125,1
27338,"Ellery Cairo",76,85,10,1
46344,"Elliot Grandin",73,123,36,2
96456,"Elliott Bennett",71,117,32,1
33408,"Elliott L. Ward",69,127,12,1
488195,"Ellis Plummer",53,55,6,1
574642,"Ellyes Skhiri",64,65,10,1
26423,"Eloge Enza-Yamissi",68,177,36,1
192326,"Elohim Rolland",68,40,19,1
150242,"Eloy Room",74,369,113,1
