"player_api_id","player_name","overall_rating","gk_rating","appearances","league_appearances"
39549,"Luca Antonini",77,150,91,1
39200,"Luca Ariatti",73,134,37,1
3377,"Luca Belingheri",72,138,1,1
415308,"Luca Bittante",67,48,3,1
27666,"Luca Bucci",63,326,1,1
154245,"Luca Caldirola",74,47,80,2
27697,"Luca Castellazzi",80,400,67,1
129763,"Luca Ceccarelli",70,139,43,1
190562,"Luca Ceppitelli",72,51,22,1
603464,"Luca Checchin",62,52,1,1
27671,"Luca Cigarini",78,156,170,2
114475,"Luca Di Matteo",66,119,2,1
66902,"Luca Ferro",59,291,57,1
362119,"Luca Garritano",67,58,1,1
282059,"Luca Lezzerini",62,312,1,1
182606,"Luca Marrone",73,142,42,1
189557,"Luca Martinelli",65,47,1,1
415501,"Luca Paganini",65,42,21,1
67360,"Luca Radice",58,55,49,1
42651,"Luca Rigoni",75,149,206,1
300683,"Luca Rizzo",71,41,24,1
74009,"Luca Rossettini",75,137,171,1
111794,"Luca Siligardi",73,123,34,1
39525,"Luca Tognozzi",64,91,5,1
30709,"Luca Toni",89,109,164,2
526241,"Luca Valzania",61,35,2,1
215311,"Luca Veronese",64,323,5,1
39360,"Luca Vigiani,22",72,150,22,1
114738,"Luca Zuffi",76,58,98,1
536440,"Luca-Milan Zander",60,66,1,1
75416,"Lucas Akins",61,115,4,1
173427,"Lucas Alfonso Orban",77,65,44,2
252969,"Lucas Andersen",74,51,50,1
357080,"Lucas Ariel Ocampos",76,53,28,1
113599,"Lucas Armando Mareque",71,60,39,1
18576,"Lucas Barrios",83,123,92,2
38393,"Lucas Biglia",82,146,178,2
215369,"Lucas Bijker",69,42,78,1
620061,"Lucas Cueto",60,52,2,1
46755,"Lucas Deaux",75,48,73,2
210111,"Lucas Digne",77,46,105,2
452269,"Lucas Evangelista",71,59,1,1
504606,"Lucas Hernandez",74,49,8,1
66757,"Lucas Hradecky",75,374,34,1
361747,"Lucas Joao",69,57,27,1
95327,"Lucas Leiva",81,157,170,1
37468,"Lucas Matias Licht",76,117,28,1
149583,"Lucas Mendes",76,58,43,1
215299,"Lucas Moura",83,54,75,1
166509,"Lucas Nahuel Castro",76,42,73,1
30687,"Lucas Neill",80,129,44,1
194660,"Lucas Perez",79,50,55,1
267380,"Lucas Piazon",77,49,39,3
113769,"Lucas Pratto",79,59,4,1
346004,"Lucas Silva",76,49,14,2
428063,"Lucas Souza",67,51,56,2
612277,"Lucas Tousart",63,67,1,1
166670,"Lucas van Eenoo",67,144,89,1
359193,"Lucas Vazquez",78,50,40,1
114672,"Lucas Wilchez",74,49,1,1
466832,"Lucas Woudenberg",67,43,30,1
11285,"Lucas",78,52,8,1
502812,"Lucas",57,48,36,1
40964,"Lucho Gonzalez",85,164,141,2
97495,"Luciano Amaral",69,53,32,1
143710,"Luciano Becchio",74,114,2,1
294003,"Luciano Dario Vietto",79,56,29,1
62359,"Luciano Dompig",55,55,1,1
158581,"Luciano Narsingh",77,114,128,1
303926,"Luciano Slagveer",72,68,71,1
39729,"Luciano Zauri",77,151,75,1
164098,"Luciano",66,59,29,1
36846,"Luciano",75,371,98,1
26398,"Lucien Aubey",69,146,16,1
39774,"Lucio",89,122,126,2
243500,"Ludcinio Marengo",64,45,3,1
40683,"Ludovic Baal",76,128,90,1
693171,"Ludovic Blas",60,64,6,1
34003,"Ludovic Butelle",76,386,43,2
178486,"Ludovic Buysens",63,118,48,1
33867,"Ludovic Delporte",74,148,1,1
26045,"Ludovic Genest",65,104,1,1
32572,"Ludovic Giuly",87,153,89,1
179393,"Ludovic Lamine Sane",79,132,180,1
41559,"Ludovic Magnin",75,158,76,2
26195,"Ludovic Obraniak",80,166,128,2
37651,"Ludovic Sylvestre",70,145,6,1
164107,"Ludovic",71,59,21,1
37893,"Ludwig van Nieuwenhuyze",66,144,46,1
22103,"Luigi Beghetto",64,159,4,1
37173,"Luigi Bruins",70,150,85,2
37537,"Luigi Giorgi",72,105,54,1
39390,"Luigi Lavecchia",68,121,3,1
26116,"Luigi Pieroni",74,133,10,2
27700,"Luigi Sala",78,151,2,1
163255,"Luigi Sepe",73,355,31,1
364826,"Luigi Vaccaro",62,54,8,1
41350,"Luigi Vitale",74,144,33,1
190522,"Luis Advincula",72,62,21,2
74900,"Luis Aguiar",77,144,31,1
128045,"Luis Alberto",75,144,83,1
198566,"Luis Alberto",75,43,32,1
114827,"Luis Alfonso Henriquez",68,140,106,1
361337,"Luis Aurelio",69,57,27,1
30734,"Luis Boa Morte",79,139,33,1
164134,"Luis Carlos",68,134,11,1
280976,"Luis Carlos",71,57,83,2
186668,"Luis Dias",59,56,6,1
34106,"Luis Fabiano",86,125,55,1
183365,"Luis Farina",75,44,15,1
106286,"Luis Fernando Duarte Nunes,32",70,127,34,1
30696,"Luis Figo",88,158,11,1
166585,"Luis Filipe Pimenta",53,68,2,1
42773,"Luis Filipe",73,142,43,1
24852,"Luis Garcia",80,136,134,1
30832,"Luis Garcia",85,136,9,1
361307,"Luis Gustavo",67,52,11,1
384374,"Luis Hernandez",74,43,36,1
39306,"Luis Jimenez",81,148,48,2
211821,"Luis Leal",73,53,45,1
115495,"Luis Manuel",67,46,48,1
620136,"Luis Maria Zwick",60,307,13,1
293074,"Luis Martins",71,50,40,2
97334,"Luis Moran",73,126,46,1
196484,"Luis Muriel",80,48,86,1
11801,"Luis Olim",65,126,39,1
185925,"Luis Pedro Cavanda",76,53,36,1
79274,"Luis Pedro Figueroa",70,98,4,1
118433,"Luis Pedro",67,53,8,1
306721,"Luis Pedro",63,45,3,1
33636,"Luis Perea",82,126,90,1
33022,"Luis Prieto",74,136,47,1
375783,"Luis Rocha",65,59,34,1
119542,"Luis Seijas",72,71,22,1
476945,"Luis Silva",68,53,27,1
40636,"Luis Suarez",90,153,224,3
30968,"Luisao",82,158,171,1
115519,"Luisinho",75,49,77,2
181205,"Luisinho",72,73,21,1
47041,"Luiz Adriano",79,57,12,1
121854,"Luiz Carlos",69,348,2,1
185591,"Luiz Carlos",75,59,102,1
147729,"Luiz Gustavo",83,139,198,1
356378,"Luka Djordjevic",68,62,2,2
237602,"Luka Krajnc",69,53,21,1
273458,"Luka Maric",60,46,10,1
163616,"Luka Milivojevic",74,56,3,1
31097,"Luka Modric",88,147,224,2
185300,"Luka Tankulic",58,47,12,1
179071,"Lukas Bielak",60,53,33,1
275992,"Lukas Droppa",64,42,20,1
620578,"Lukas Froede",59,58,1,1
518628,"Lukas Haraslin",63,63,9,1
176831,"Lukas Hinterseer",72,47,19,1
22832,"Lukas Jarolim",71,152,15,1
27568,"Lukas Jutkiewicz",71,109,37,2
37335,"Lukas Kruse",72,350,34,1
114333,"Lukas Marecek",71,140,35,2
32118,"Lukas Podolski",87,137,148,3
355347,"Lukas Raeder",67,341,28,2
182892,"Lukas Rupp",74,58,58,1
114789,"Lukas Schenkel",60,96,82,1
184645,"Lukas Schmitz",72,147,88,1
30253,"Lukas Sinkiewicz",75,124,12,1
30404,"Lukas Zelenka",79,158,9,1
277466,"Lukasz Boguslawski",70,47,7,1
68937,"Lukasz Broz",68,53,124,1
206801,"Lukasz Budzilek",60,306,4,1
139895,"Lukasz Burliga",65,108,105,1
30973,"Lukasz Fabianski",78,392,102,1
39069,"Lukasz Gargula",74,162,84,1
118530,"Lukasz Hanzel",65,130,116,1
68802,"Lukasz Janoszka",65,143,130,1
13334,"Lukasz Madej",68,147,140,2
13515,"Lukasz Mierzejewski",63,123,90,1
555650,"Lukasz Moneta",57,49,2,1
69485,"Lukasz Piatek",66,135,125,1
13518,"Lukasz Piszczek",83,146,175,1
229737,"Lukasz Sierpina",65,50,34,1
178732,"Lukasz Skorupski",73,353,92,2
30275,"Lukasz Surma",66,141,208,1
206694,"Lukasz Teodorczyk",73,54,55,1
13449,"Lukasz Tralka",70,126,189,1
116872,"Lukasz Tyminski",58,125,69,1
69259,"Lukasz Zaluska",72,358,66,2
249059,"Lukasz Zejdler",58,62,15,1
191132,"Luke Garbutt",69,54,3,1
438787,"Luke Johnston",51,46,1,1
23788,"Luke Moore",75,122,12,1
362694,"Luke Shaw",78,49,77,1
22959,"Luke Varney",73,125,24,1
609711,"Luke Watt",53,57,6,1
35628,"Luke Wilkshire",79,144,16,1
30357,"Luke Young",78,146,95,1
166630,"Lukman Haruna",72,128,29,1
171995,"Lulinha",75,112,2,1
213714,"Luso",71,61,16,1
150201,"Luuk de Jong",79,123,160,3
395114,"Luwagga Kizito",63,50,1,1
156937,"Lyle Taylor",64,60,27,1
97699,"Lynel Kitambala",73,105,51,2
667970,"Lynneeker",57,50,1,1
41463,"Maarten Martens",76,144,95,2
30841,"Maarten Stekelenburg",85,424,147,4
140951,"Macedo Novaes",73,371,22,1
26628,"Maceo Rigters",70,118,22,1
118822,"Maciej Dabrowski",68,52,75,1
361714,"Maciej Gajos",71,40,79,1
69594,"Maciej Gostomski",66,326,39,1
69346,"Maciej Iwanski",72,142,114,1
206844,"Maciej Jankowski",67,55,111,1
13383,"Maciej Korzym",67,114,127,1
277905,"Maciej Kostrzewa",56,53,9,1
432411,"Maciej Krakowiak",59,294,4,1
206829,"Maciej Makuszewski",66,46,88,2
95533,"Maciej Malkowski,24",62,128,121,1
206668,"Maciej Manka",57,57,6,1
13473,"Maciej Mielcarz",66,329,90,1
68796,"Maciej Sadlok",67,136,136,1
93261,"Maciej Szmatiuk",60,118,131,1
502648,"Maciej Urbanczyk",62,54,10,1
150239,"Maciej Wilusz",67,66,55,1
31257,"Madjid Bougherra",79,131,80,1
112935,"Mads Albaek",72,127,25,1
26612,"Mads Junker",75,128,114,2
38295,"Mady Saidou Panandetiguiri",65,134,20,1
181574,"Maeel Lepicier",65,36,41,1
158962,"Magaye Gueye",73,139,10,2
304356,"Magique",64,45,21,1
105610,"Magnus Eriksson",71,54,2,1
185389,"Magnus Wolff Eikrem",76,152,11,2
37259,"Mahamadou Diarra",87,152,39,3
37945,"Mahamadou Dissa",63,115,30,1
38419,"Mahamadou Habib Habibou",71,105,75,2
214899,"Mahamadou N'Diaye",72,35,39,1
37254,"Mahamadou Samassa",72,356,34,2
409816,"Mahamadou-Naby Sarr",67,50,9,2
94318,"Mahamane Traore",72,130,56,1
37048,"Mahir Saglik",71,110,4,1
469701,"Mahmoud Dahoud",73,53,27,1
481722,"Mahmoud Kahraba",68,54,15,1
150041,"Maicon",80,137,120,1
34305,"Maicon",86,154,167,2
31614,"Maicosuel",77,145,39,2
36076,"Maik Franz",76,138,68,1
23813,"Maik Taylor",74,379,2,1
42710,"Maikel Aerts",70,346,39,1
147600,"Maikel Kieftenbeld",70,48,132,1
112477,"Maikel van der Werff",73,49,75,1
165608,"Maka Mary",67,54,8,1
128148,"Makelele",69,41,46,1
30530,"Makoto Hasebe",75,141,172,1
116885,"Maksymilian Rogalski",64,54,68,1
41100,"Malaury Martin",69,140,10,1
535603,"Malcom",71,53,5,1
27331,"Malik Fathi",75,144,46,1
361013,"Mamadou Ba",63,321,1,1
130738,"Mamadou Bagayoko",66,42,22,1
41117,"Mamadou Bagayoko",71,121,44,1
94328,"Mamadou Bah",69,144,2,1
26282,"Mamadou Diallo",70,103,13,1
164151,"Mamadou Djikine",65,135,29,1
292771,"Mamadou Kone",67,55,5,1
546034,"Mamadou N'Diaye",61,50,1,1
25515,"Mamadou Niang",83,139,57,1
94043,"Mamadou Sakho",81,122,183,2
156664,"Mamadou Samassa",72,356,28,1
629579,"Mamadou Sylla",68,53,2,1
164678,"Mamadou Wague",67,117,1,1
23314,"Mamady Sidibe",70,112,36,1
299358,"Mame Baba Thiam",71,56,23,1
72735,"Mame Biram Diouf",79,98,107,2
166179,"Mamoutou N'Diaye",66,93,33,1
154856,"Mana Dembele",66,101,6,1
157376,"Manasse Enza-Yamissi",64,40,17,1
39349,"Mancini",82,142,14,1
37622,"Mane",76,141,140,1
38492,"Maniche",84,153,56,3
37984,"Mannaseh Ishiaku",73,119,14,2
45316,"Mano",73,128,112,1
211917,"Manoel",67,51,4,1
172899,"Manolo Gabbiadini",78,44,80,1
37488,"Manolo Gaspar,28",71,142,28,1
114762,"Manolo Reina",72,353,18,1
37474,"Manu del Moral",78,134,143,1
96651,"Manu Fernandez",69,348,15,1
101983,"Manu Herrera",76,374,35,1
280920,"Manu Lanzarote",72,40,5,1
213490,"Manu Molina",64,46,1,1
163236,"Manu Torres",67,135,20,1
40973,"Manu",70,139,70,2
111975,"Manucho",76,109,70,2
521318,"Manuel Akanji",53,47,5,1
23686,"Manuel Almunia",81,403,69,1
97319,"Manuel Arana",74,144,44,1
74827,"Manuel Arboleda",77,136,81,1
25581,"Manuel Belleri",74,150,7,1
536457,"Manuel Benson",62,62,1,1
102614,"Manuel Castro Pavon",68,128,12,1
41754,"Manuel Coppola",68,121,20,1
164135,"Manuel Curto",63,44,46,3
39658,"Manuel da Costa",77,108,43,3
38701,"Manuel Fernandes",80,146,33,1
27492,"Manuel Friedrich",82,125,111,1
192574,"Manuel Giandonato",69,133,4,1
178800,"Manuel Gulde",70,126,2,1
49866,"Manuel Iturra",78,57,104,3
70513,"Manuel Jose",71,137,108,1
210276,"Manuel Lanzini",78,51,23,1
37970,"Manuel Lara Martinez,26",71,152,26,1
150735,"Manuel Lillo Castellano",72,47,35,1
213912,"Manuel Lucena",67,53,4,1
27299,"Manuel Neuer",90,440,255,1
295200,"Manuel Onwu",64,119,1,1
33756,"Manuel Pablo",78,152,117,1
103882,"Manuel Pamic",67,123,2,1
102777,"Manuel Pascali",67,126,191,1
24536,"Manuel Pasqual",77,162,183,1
282723,"Manuel Pucciarelli",73,38,58,1
66895,"Manuel Rivera",58,151,19,1
36343,"Manuel Salz",64,319,3,1
36186,"Manuel Schmiedebach",76,123,151,1
5192,"Manuel Silas",72,146,52,1
202669,"Manuel Sutter,19",59,55,19,1
268282,"Manuel Trigueros",80,50,75,1
38471,"Manuel Victor",76,153,21,1
41887,"Manuele Blasi",78,156,59,1
45205,"Maor Bar Buzaglo",71,43,11,1
14521,"Maor Melikson",76,54,81,2
93985,"Mapou Yanga-Mbiwa",79,110,199,3
164316,"Marafona",70,352,66,1
26300,"Marama Vahirua",75,133,62,1
209556,"Maranhao",67,42,4,1
3204,"Marat Izmailov",81,156,42,1
139671,"Marc Albrighton",78,122,92,1
195305,"Marc Bartra",80,128,37,1
21450,"Marc Bertran",74,145,96,1
97236,"Marc Crosas",73,149,28,1
32836,"Marc Fitzpatrick",69,141,36,1
37841,"Marc Hendrikx",61,51,13,1
26656,"Marc Hoecher",67,59,34,1
23148,"Marc Janko",76,105,60,3
469277,"Marc Klok",56,53,4,1
109786,"Marc McAusland",63,55,148,1
289118,"Marc McCallum",57,284,1,1
173382,"Marc Muniesa",75,121,33,1
27607,"Marc Pfertzel",71,139,41,1
109087,"Marc Pfitzner",67,55,6,1
26119,"Marc Planus",84,147,131,1
24381,"Marc Pugh",71,126,15,1
25812,"Marc Schneider",71,113,47,1
37332,"Marc Stein",69,133,41,1
355357,"Marc Stendera",75,53,48,1
23727,"Marc Tierney",68,107,18,1
37879,"Marc Torrejon Moya",76,146,111,2
41166,"Marc Valiente",74,118,57,1
121642,"Marc van de Maarel",69,114,151,1
180284,"Marc Vidal",67,342,2,1
164494,"Marc Vucinovic",65,58,3,1
38347,"Marc Wagemakers",63,135,48,1
47418,"Marc Wilson",74,131,161,1
25793,"Marc Zellweger",58,138,27,1
36054,"Marc Ziegler",73,364,6,1
27364,"Marc-Andre Kruska",72,143,6,1
184554,"Marc-Andre ter Stegen",82,409,114,2
26494,"Marc-Antoine Fortune",72,115,91,3
355356,"Marc-Oliver Kempf",71,57,13,1
200743,"Marcel Appiah",65,54,17,1
192842,"Marcel Buechel",71,46,18,1
166932,"Marcel Correia",72,96,16,1
45464,"Marcel De Jong",69,130,67,2
26953,"Marcel Eger",66,132,4,1
22831,"Marcel Gecov",65,121,21,2
36554,"Marcel Heller",74,107,38,1
25779,"Marcel Herzog",68,328,29,1
39892,"Marcel Maltritz",78,147,57,1
12099,"Marcel MBayo,25",66,121,25,1
45466,"Marcel Meeuwis",72,160,76,2
36057,"Marcel Ndjeng",71,145,44,1
127945,"Marcel Risse",75,130,94,1
179115,"Marcel Ritzmaier",71,48,45,1
37317,"Marcel Schaefer",77,144,182,1
94685,"Marcel Schmelzer",78,138,188,1
38618,"Marcel Seip",66,136,31,1
352395,"Marcel Stutter",60,52,6,1
466357,"Marcel Tisserand",72,63,51,1
38502,"Marcelinho",71,40,13,1
30987,"Marcell Jansen",79,148,134,1
41242,"Marcello Castellini",72,104,10,1
96532,"Marcello Gazzola",67,127,40,1
282278,"Marcello Trotta",70,61,1,1
19434,"Marcelo Boeck",74,368,36,1
206508,"Marcelo Brozovic",78,50,38,1
49847,"Marcelo Diaz",74,45,60,3
68436,"Marcelo Estigarribia",78,63,70,2
474736,"Marcelo Goiano",72,56,53,1
27301,"Marcelo Jose Bordon",88,144,49,1
71352,"Marcelo Jose Oliveira",72,57,55,1
165624,"Marcelo Larrondo",72,119,18,1
42353,"Marcelo Lipatin",69,103,2,1
96481,"Marcelo Moreno",79,52,9,1
40976,"Marcelo Moretto",73,361,26,2
11836,"Marcelo Pereira Bruno",68,139,29,1
20325,"Marcelo Silva",71,45,22,1
148955,"Marcelo Toscano",75,67,54,1
277693,"Marcelo Valverde",66,336,14,1
24624,"Marcelo Zalayeta",77,137,40,1
280350,"Marcelo",77,46,91,1
28467,"Marcelo",83,149,218,1
78908,"Marcelo",75,102,204,3
184618,"Marciano Bruma",65,120,44,2
150809,"Marcin Budzinski",66,126,107,1
407970,"Marcin Cebula",57,46,14,1
429871,"Marcin Flis",58,58,6,1
69227,"Marcin Kaczmarek",71,136,115,1
242306,"Marcin Kalkowski",65,49,8,1
189190,"Marcin Kaminski",70,42,123,1
13486,"Marcin Kikut",70,133,68,1
33807,"Marcin Kus",65,152,18,1
645704,"Marcin Listkowski",60,67,12,1
13405,"Marcin Malinowski",65,116,158,1
30272,"Marcin Mieciel",74,73,42,2
69043,"Marcin Pietrowski",65,108,121,1
69229,"Marcin Robak",72,51,64,1
355101,"Marcin Trojanowski",52,48,2,1
656342,"Marcin Urynowicz",53,53,2,1
13423,"Marcin Wasilewski",72,139,84,2
116756,"Marcin Wodecki",64,120,51,1
22545,"Marcinho",75,113,25,1
23675,"Marcio Mossoro",78,140,87,1
167412,"Marcio Nascimento Rozario",71,40,41,1
150077,"Marcio Paiva",66,326,19,1
310659,"Marcis Oss",56,42,2,1
30713,"Marco Amelia",83,419,88,1
181984,"Marco Andreolli",78,127,95,2
176298,"Marco Aratore",63,41,29,1
498033,"Marco Asensio",75,50,33,1
185798,"Marco Baixinho",70,52,21,1
362113,"Marco Benassi",75,49,58,1
41958,"Marco Bernacci",68,74,3,1
56992,"Marco Biagianti",74,153,131,1
195782,"Marco Bizot",71,361,68,2
39447,"Marco Borriello",82,121,116,1
320183,"Marco Buerki",56,51,39,1
155273,"Marco Calderoni",67,126,1,1
25628,"Marco Caligiuri",72,147,63,1
34021,"Marco Caneira",74,143,15,1
215723,"Marco Capuano",72,50,35,1
31938,"Marco Cassetti",77,154,73,1
202650,"Marco Crimi",66,59,12,1
182836,"Marco D'Alessandro",71,133,21,1
215411,"Marco Da Silva",56,33,15,1
109338,"Marco Davide Faraoni",74,59,12,1
38943,"Marco Di Loreto",78,150,17,1
32749,"Marco Di Vaio",84,125,133,1
24502,"Marco Donadel",78,161,77,1
33686,"Marco Engelhardt",76,136,10,1
49851,"Marco Estrada",76,63,72,1
111897,"Marco Fabian",75,118,9,1
458810,"Marco Franin",53,42,3,1
42253,"Marco Haemmerli,24",58,145,24,1
190796,"Marco Hoeger",77,60,69,1
496285,"Marco Ilaimaharitra",63,56,4,1
274778,"Marco Kehl-Gomez",62,52,5,1
37733,"Marco Kurth",64,126,8,1
24440,"Marco Malago",68,132,13,1
66995,"Marco Mangold",49,55,1,1
35643,"Marco Marchionni",80,159,115,1
30716,"Marco Materazzi",88,128,21,1
66934,"Marco Mathys",64,58,81,1
40946,"Marco Matias",77,55,65,1
27720,"Marco Motta",76,151,89,1
157869,"Marco Natanel Torsiglieri",76,57,39,2
8881,"Marco Padalino",75,143,38,2
179817,"Marco Paixao",71,121,73,2
111199,"Marco Pappa",71,132,2,1
73999,"Marco Parolo",81,123,198,1
11752,"Marco Paulo",64,131,2,1
8780,"Marco Perez",73,47,3,1
33413,"Marco Pisano",75,146,24,1
40011,"Marco Ramos",66,129,29,1
129944,"Marco Reus",86,139,186,1
41394,"Marco Rigoni",73,49,44,1
37811,"Marco Ritzberger",53,116,13,1
184610,"Marco Rojas",71,104,26,1
25338,"Marco Rossi",73,123,56,1
41760,"Marco Rossi",79,163,116,1
18628,"Marco Ruben",76,135,73,2
27475,"Marco Russ",75,120,202,1
29340,"Marco Sailer",67,49,3,1
478391,"Marco Sangalli",66,50,1,1
79253,"Marco Sau",78,51,70,1
34082,"Marco Schneuwly",69,119,166,1
78410,"Marco Schoenbaechler",71,104,122,1
165952,"Marco Silvestri",70,341,3,1
98385,"Marco Soares",63,134,31,1
212630,"Marco Sportiello",78,388,76,1
27615,"Marco Storari",79,394,68,1
36025,"Marco Streller",76,115,168,1
149909,"Marco Terrazzino",69,77,1,1
528188,"Marco Thaler",52,45,22,1
109650,"Marco van Duin",60,295,3,1
199291,"Marco van Ginkel",76,58,115,3
190972,"Marco Verratti",84,64,85,1
25947,"Marco Woelfli",71,358,174,1
41640,"Marco Zambelli",69,132,38,1
30959,"Marco Zoro",71,108,17,1
18395,"Marcos Aguirre",73,107,5,1
196169,"Marcos Alonso",76,130,70,2
18520,"Marcos Angeleri",76,48,59,1
113976,"Marcos Antonio",73,55,15,2
47411,"Marcos Camozzato",73,140,58,1
20482,"Marcos Ceara",74,139,94,1
74410,"Marcos De Paula",67,122,10,1
42232,"Marcos Gelabert",69,142,47,1
183184,"Marcos Gullon",70,132,21,2
435669,"Marcos Lopes",73,56,25,1
145020,"Marcos Paulo",69,125,91,1
161035,"Marcos Rojo",81,52,84,2
30958,"Marcos Senna",84,158,90,1
75306,"Marcos Tebar",72,141,16,1
498295,"Marcos Vinicius",63,54,2,1
101041,"Marcos",67,128,12,1
37529,"Marcus Andreasson",63,117,2,1
39141,"Marcus Berg",78,117,55,2
155268,"Marcus Diniz",69,118,20,2
294863,"Marcus Fraser",59,44,46,1
195585,"Marcus Haber",64,125,19,1
30669,"Marcus Hahnemann",78,385,39,1
58491,"Marcus Nilsson",67,112,13,1
119273,"Marcus Olsson",69,113,10,1
41171,"Marcus Pedersen",74,82,10,1
696365,"Marcus Rashford",69,53,11,1
606491,"Marcus Regis Coco",66,47,22,1
25922,"Marek Cech",74,141,32,3
41658,"Marek Hamsik",85,151,257,1
30870,"Marek Jankulovski",80,153,39,1
27440,"Marek Mintal",83,116,15,1
36640,"Marek Saganowski",72,96,67,1
69252,"Marek Sokolowski",62,135,133,1
22834,"Marek Suchy",78,133,79,1
69254,"Marek Szyndrowski",64,60,99,1
69261,"Marek Wasiluk",63,124,70,1
30278,"Marek Zienczuk",74,68,126,1
75579,"Marian Kelemen",70,348,107,2
148483,"Marian Kello",72,349,114,1
423631,"Marian Sarr",67,51,2,1
39415,"Mariano Andujar",77,388,160,1
113702,"Mariano Angel Paglialunga",68,60,1,1
41309,"Mariano Bogliacino",74,146,33,1
38467,"Mariano Damian Barbosa",75,380,3,1
38932,"Mariano Gonzalez",78,153,24,1
39267,"Mariano Julio Izco",75,142,158,1
18164,"Mariano Pavone",77,126,8,1
34103,"Mariano Pernia",75,148,25,1
122047,"Mariano",77,126,138,2
466623,"Marin Jakolis",56,46,1,1
112801,"Marinho",72,128,119,1
31207,"Marino Defendi",68,146,10,1
31725,"Mario Alberto Santana",79,155,102,2
37427,"Mario Alvarez",76,138,74,1
108808,"Mario Balotelli",84,118,116,2
178096,"Mario Baric",66,49,37,1
102619,"Mario Bermejo",76,145,51,1
248714,"Mario Bilate",63,71,7,1
257845,"Mario Buehler",58,56,29,1
33595,"Mario Cantaluppi,25",70,141,25,1
38945,"Mario Carevic",68,147,48,1
33082,"Mario Cvitanovic",69,129,23,1
37380,"Mario Eggimann",78,123,71,1
40186,"Mario Felgueiras",68,337,21,1
97865,"Mario Fernandez Cuesta",68,339,13,1
39559,"Mario Frick",76,113,54,2
183185,"Mario Gaspar",80,130,139,1
67306,"Mario Gavranovic",72,110,96,2
177714,"Mario Goetze",86,125,125,1
27326,"Mario Gomez",87,135,138,2
134132,"Mario Leitgeb",63,47,8,1
421786,"Mario Lemina",76,60,41,2
35444,"Mario Licka",71,140,65,2
114215,"Mario Maloca",71,57,18,1
75447,"Mario Mandzukic",83,110,136,3
102374,"Mario Martinez",69,142,17,2
148297,"Mario Matos",56,278,2,1
34987,"Mario Melchiot",76,135,65,1
45780,"Mario Mutsch",61,126,131,1
446266,"Mario Pasalic",72,64,38,2
491221,"Mario Piccinocchi",61,52,30,1
25951,"Mario Raimondi",68,128,67,1
181362,"Mario Rondon",74,119,122,1
282731,"Mario Rui",76,49,64,1
299411,"Mario Sampirisi",70,40,33,2
37631,"Mario Suarez",80,157,150,3
114216,"Mario Ticinovic",64,58,22,1
36379,"Mario Vrancic",71,89,35,1
26315,"Mario Yepes",85,131,118,1
528347,"Marion",69,56,6,1
282420,"Marios Oikonomou,18",75,40,18,1
70440,"Marius Alexe",69,56,1,1
39837,"Marius Ebbers",71,108,21,1
434259,"Marius Gersbeck",64,319,1,1
41667,"Marius Stankevicius",76,143,79,3
556029,"Marius Wolf",66,58,2,1
37307,"Marius Zaliukas",73,113,137,1
36090,"Mariusz Kukielka,24",71,146,24,1
69533,"Mariusz Magiera",66,55,88,1
13554,"Mariusz Pawelec",66,144,144,1
43313,"Mariusz Pawelek",71,349,105,1
115143,"Mariusz Przybylski",68,63,107,1
306631,"Mariusz Rybicki",62,60,26,1
294490,"Mariusz Stepinski",67,44,41,1
13410,"Mariusz Zganiacz",71,51,39,1
5440,"Marjan Petkovic",67,332,5,1
34540,"Mark Bresciano",79,154,48,1
32658,"Mark Brown",72,361,115,1
24579,"Mark Bunn",73,368,37,1
21528,"Mark Burchill",60,111,9,1
62388,"Mark Carrington",60,133,6,1
194134,"Mark Connolly",64,121,36,1
32971,"Mark Corcoran",66,70,5,1
200864,"Mark Cullen",63,64,2,1
155384,"Mark Davies",75,143,51,1
38380,"Mark de Man",68,142,5,2
351898,"Mark Diemers",67,56,36,1
190846,"Mark Durnan",61,59,26,1
39266,"Mark Edusei",70,129,41,1
248152,"Mark Engberink",58,50,3,1
41606,"Mark Fotheringham",66,54,14,1
34233,"Mark Gonzalez",78,143,19,1
23849,"Mark Gower",68,140,14,1
35513,"Mark Howard",64,320,44,1
22988,"Mark Hudson",72,117,2,1
243456,"Mark Janssen",59,35,1,1
32453,"Mark Kerr",68,115,87,1
26661,"Mark Looms",66,128,106,1
32917,"Mark McLaughlin",66,118,80,1
196828,"Mark Millar",66,37,11,1
37169,"Mark Noble",77,166,205,1
171791,"Mark O'Brien",68,105,17,1
384144,"Mark O'Hara",60,56,61,1
32844,"Mark Reynolds",74,145,235,1
115675,"Mark Ridgers",60,303,25,1
69300,"Mark Rudan",58,119,14,1
30633,"Mark Schwarzer",81,399,182,1
38092,"Mark Stewart",62,73,18,1
32556,"Mark Twaddle",57,96,30,1
212819,"Mark Uth",74,48,75,2
38244,"Mark van Bommel",84,162,129,3
30623,"Mark Viduka",82,137,6,1
39890,"Mark Volders",68,336,8,1
41067,"Mark Wilson",74,161,66,1
26455,"Mark-Jan Fledderus",69,141,182,1
102622,"Markel Bergara",77,137,116,1
96619,"Markel Susaeta",81,141,208,1
110148,"Marko Arnautovic",79,118,136,3
30698,"Marko Babic",77,139,10,2
358759,"Marko Bakic",66,51,14,2
30563,"Marko Basa",80,149,133,1
